2018-2-3,0,0,0,105
2018-2-4,0,0,0,105
2018-2-5,0,0,0,105
2018-2-6,0,0,0,105
2018-2-7,0,0,0,105
2018-2-8,0,0,7,105
2018-2-9,0,0,0,105
2018-2-10,0,0,0,105
2018-2-11,0,0,0,105
2018-2-12,0,0,0,105
2018-2-13,0,0,0,105
2018-2-14,0,0,0,105
2018-2-15,0,0,0,105
2018-2-16,0,0,0,105
2018-2-17,0,0,0,105
2018-2-18,0,0,0,105
2018-1-21,0,0,0,106
2018-1-22,0,0,0,106
2018-1-23,0,0,0,106
2018-1-24,0,0,0,106
2018-1-25,0,0,0,106
2018-1-26,0,0,0,106
2018-1-27,0,0,0,106
2018-1-28,0,0,0,106
2018-1-29,0,0,0,106
2018-1-30,0,0,0,106
2018-1-31,0,0,0,106
2018-2-1,0,0,0,106
2018-2-2,0,0,0,106
2018-2-3,0,0,0,106
2018-2-4,0,0,0,106
2018-2-5,0,0,0,106
2018-2-6,0,0,0,106
2018-2-7,0,0,0,106
2018-2-8,0,0,0,106
2018-2-9,0,0,0,106
2018-2-10,0,0,0,106
2018-2-11,0,0,0,106
2018-2-12,0,0,0,106
2018-2-13,0,0,0,106
2018-2-14,0,0,0,106
2018-2-15,0,0,0,106
2018-2-16,0,0,0,106
2018-2-17,0,0,0,106
2018-2-18,0,0,0,106
2018-1-21,0,0,0,107
2018-1-22,0,0,0,107
2018-1-23,0,0,0,107
2018-1-24,0,0,0,107
2018-1-25,0,0,0,107
2018-1-26,0,0,0,107
2018-1-27,0,0,0,107
2018-1-28,0,0,0,107
2018-1-29,0,5,0,107
2018-1-30,0,0,0,107
2018-1-31,0,3,0,107
2018-2-1,0,0,0,107
2018-2-2,0,0,0,107
2018-2-3,0,0,0,107
2018-2-4,0,0,0,107
2018-2-5,0,0,0,107
2018-2-6,0,4,0,107
2018-2-7,0,0,0,107
2018-2-8,0,0,0,107
2018-2-9,0,0,0,107
2018-2-10,0,0,0,107
2018-2-11,0,0,0,107
2018-2-12,0,0,0,107
2018-2-13,0,0,0,107
2018-2-14,0,0,0,107
2018-2-15,0,0,0,107
2018-2-16,0,0,0,107
2018-2-17,0,0,0,107
2018-2-18,0,0,0,107
2018-1-21,0,0,0,108
2018-1-22,0,0,0,108
2018-1-23,0,0,0,108
2018-1-24,0,0,0,108
2018-1-25,0,0,0,108
2018-1-26,0,0,0,108
2018-1-27,0,0,0,108
2018-1-28,0,0,0,108
2018-1-29,0,0,0,108
2018-1-30,0,0,0,108
2018-1-31,0,0,0,108
2018-2-1,0,0,0,108
2018-2-2,0,0,0,108
2018-2-3,0,0,0,108
2018-2-4,0,0,0,108
2018-2-5,0,0,0,108
2018-2-6,0,0,0,108
2018-2-7,0,0,0,108
2018-2-8,0,0,0,108
2018-2-9,0,0,0,108
2018-2-10,0,0,0,108
2018-2-11,0,0,0,108
2018-2-12,0,0,0,108
2018-2-13,0,0,0,108
2018-2-14,0,0,0,108
2018-2-15,0,0,0,108
2018-2-16,0,0,0,108
2018-2-17,0,0,0,108
2018-2-18,0,0,0,108
2018-1-21,0,0,0,109
2018-1-22,0,0,0,109
2018-1-23,0,0,0,109
2018-1-24,0,0,0,109
2018-1-25,0,0,0,109
2018-1-26,0,0,0,109
2018-1-27,0,0,0,109
2018-1-28,0,0,0,109
2018-1-29,0,0,0,109
2018-1-30,0,0,0,109
2018-1-31,0,0,0,109
2018-2-1,0,0,0,109
2018-2-2,0,0,0,109
2018-2-3,0,0,0,109
2018-2-4,0,0,0,109
2018-2-5,0,0,0,109
2018-2-6,0,0,0,109
2018-2-7,0,0,0,109
2018-2-8,0,0,0,109
2018-2-9,0,0,0,109
2018-2-10,0,0,0,109
2018-2-11,0,0,0,109
2018-2-12,0,0,0,109
2018-2-13,0,0,0,109
2018-2-14,0,0,0,109
2018-2-15,0,0,0,109
2018-2-16,0,0,0,109
2018-2-17,0,0,0,109
2018-2-18,0,0,0,109
2018-1-21,0,0,0,110
2018-1-22,0,0,0,110
2018-1-23,0,0,0,110
2018-1-24,0,0,0,110
2018-1-25,0,0,0,110
2018-1-26,0,0,0,110
2018-1-27,0,0,0,110
2018-1-28,0,0,0,110
2018-1-29,0,0,0,110
2018-1-30,0,6,0,110
2018-1-31,0,0,0,110
2018-2-1,0,0,0,110
2018-2-2,0,0,0,110
2018-2-3,0,0,0,110
2018-2-4,0,0,0,110
2018-2-5,0,0,0,110
2018-2-6,0,0,0,110
2018-2-7,0,0,0,110
2018-2-8,0,0,0,110
2018-2-9,0,0,0,110
2018-2-10,0,0,0,110
2018-2-11,0,0,0,110
2018-2-12,0,0,0,110
2018-2-13,0,0,0,110
2018-2-14,0,0,0,110
2018-2-15,0,0,0,110
2018-2-16,0,0,0,110
2018-2-17,0,0,0,110
2018-2-18,0,0,0,110
2018-1-21,0,0,0,111
2018-1-22,0,0,0,111
2018-1-23,0,0,0,111
2018-1-24,5,0,0,111
2018-1-25,3,0,0,111
2018-1-26,0,0,0,111
2018-1-27,0,0,0,111
2018-1-28,0,0,0,111
2018-1-29,0,0,0,111
2018-1-30,0,6,0,111
2018-1-31,9,0,0,111
2018-2-1,0,0,0,111
2018-2-2,0,0,0,111
2018-2-3,0,0,0,111
2018-2-4,0,0,0,111
2018-2-5,0,0,0,111
2018-2-6,0,0,0,111
2018-2-7,0,0,0,111
2018-2-8,0,0,0,111
2018-2-9,0,0,0,111
2018-2-10,0,0,0,111
2018-2-11,0,0,0,111
2018-2-12,0,0,0,111
2018-2-13,0,0,0,111
2018-2-14,0,0,0,111
2018-2-15,0,0,0,111
2018-2-16,0,0,0,111
2018-2-17,0,0,0,111
2018-2-18,0,0,0,111
2018-1-21,0,0,0,112
2018-1-22,0,0,0,112
2018-1-23,0,0,0,112
2018-1-24,0,0,0,112
2018-1-25,0,0,0,112
2018-1-26,0,0,0,112
2018-1-27,0,0,0,112
2018-1-28,0,0,0,112
2018-1-29,0,0,0,112
2018-1-30,0,0,0,112
2018-1-31,0,0,0,112
2018-2-1,0,0,0,112
2018-2-2,0,0,0,112
2018-2-3,0,0,0,112
2018-2-4,0,0,0,112
2018-2-5,0,0,0,112
2018-2-6,0,0,0,112
2018-2-7,0,0,0,112
2018-2-8,0,0,0,112
2018-2-9,0,0,0,112
2018-2-10,0,0,0,112
2018-2-11,0,0,0,112
2018-2-12,0,0,0,112
2018-2-13,0,0,0,112
2018-2-14,0,0,0,112
2018-2-15,0,0,0,112
2018-2-16,0,0,0,112
2018-2-17,0,0,0,112
2018-2-18,0,0,0,112
